	album	artist	time	track
49	Darkness+On+The+Edge+Of+Town	Adam Raised A Cain	2016-11-30 09:33:00	Bruce Springsteen
50	Surfacing	Adia	2016-11-30 09:38:00	Sarah McLachlan
51	A+Head+Full+of+Dreams	Adventure Of A Lifetime	2016-11-30 09:42:00	Coldplay
52	Eric+Clapton	After Midnight	2016-11-30 09:46:00	Eric Clapton
53	Eric+Clapton	After Midnight	2016-11-30 09:46:00	Eric Clapton
54	Naturally	After Midnight	2016-11-30 09:49:00	J. J. Cale
55	Hymns+Of+The+49th+Parallel	After The Gold Rush	2016-11-30 09:52:00	k. d. lang
56	After+The+Goldrush	After The Goldrush	2016-11-30 09:56:00	Neil Young
57	The+Bird+And+The+Bee	Again & Again	2016-11-30 10:01:00	The Bird And The Bee
58	Power,+Corruption+&+Lies	Age Of Consent	2016-11-30 10:04:00	New Order
59	Soul+Shots:+A+Collection+Of+60s+Soul	Agent Double	2016-11-30 10:09:00	Edwin Starr
60	This+Is+Somewhere	Ah Mary	2016-11-30 10:11:00	Grace Potter And The Nocturnals
61	This+Is+Somewhere	Ah Mary	2016-11-30 10:11:00	Grace Potter And The Nocturnals
62	20th+Century+Masters	Ah! Leah!	2016-11-30 10:17:00	Donnie Iris
63	The+Real+Thing	Ain't Gwine Whistle Dixie	2016-11-30 10:21:00	Taj Mahal
64	Lost+Dogs+And+Mixed+Blessings	Ain't Hurtin' Nobody	2016-11-30 10:29:00	John Prine
65	Blak+and+Blu	Ain't Messin' Around	2016-11-30 10:34:00	Gary Clark Jr.
66	Butt+Naked+Free	Ain't No Bluesman	2016-11-30 10:39:00	Guy Davis
67	Howl	Ain't No Easy Way	2016-11-30 10:42:00	Black Rebel Motorcycle Club
68	Greatest+Ever!+Soul:+The+Definitive+Collection	Ain't No Love In The Heart Of The City	2016-11-30 10:45:00	"Bobby ""Blue"" Bland"
69	True+Sadness	Ain't No Man	2016-11-30 10:49:00	The Avett Brothers
70	Marvin+Gaye+-+Complete+Duets	Ain't No Mountain High Enough	2016-11-30 10:54:00	Marvin Gaye & Tammi Terrell
71	Var-philadelphia+Years	Ain't No Stoppin' Us Now	2016-11-30 10:57:00	McFadden & Whitehead
72	Just+As+I+Am	Ain't No Sunshine	2016-11-30 11:01:00	Bill Withers
73	Soul+Hits+Of+The+70's	Ain't No Woman (Like The One I've Got)	2016-11-30 11:03:00	Four Tops
74	Bloodshot	Ain't Nothin' But A Houseparty	2016-11-30 11:07:00	The J. Geils Band
75	The+Heritage+Story	Ain't Nothing But A House Party	2016-11-30 11:12:00	The Showstoppers
76	Every+Great+Motown+Hit	Ain't Nothing Like The Real Thing	2016-11-30 11:14:00	Marvin Gaye & Tammi Terrell
77	Every+Great+Motown+Hit	Ain't Nothing Like The Real Thing	2016-11-30 11:14:00	Marvin Gaye & Tammi Terrell
78	The+Marcus+King+Band	Ain't Nothing Wrong With That	2016-11-30 11:16:00	The Marcus King Band
79	The+Fats+Domino+Jukebox	Ain't That A Shame	2016-11-30 11:22:00	Fats Domino
80	It's+Only+Rock+'n'+Roll	Ain't Too Proud To Beg	2016-11-30 11:24:00	The Rolling Stones
81	Anthology+Disc+One	Ain't Too Proud To Beg	2016-11-30 11:28:00	The Temptations
82	Eat+A+Peach	Ain't Wastin' Time No More	2016-11-30 11:30:00	The Allman Brothers
83	Aja	Aja	2016-11-30 11:35:00	Steely Dan
84	Harvest	Alabama	2016-11-30 11:43:00	Neil Young
85	Go+To+Heaven	Alabama Getaway	2016-11-30 11:47:00	Grateful Dead
86	Aladdin+Sane	Aladdin Sane	2016-11-30 11:51:00	David Bowie
87	Alaska+(Single)	Alaska	2016-11-30 11:56:00	Maggie Rogers
88	Tonight's+The+Night	Albuquerque	2016-11-30 12:00:00	Neil Young
89	Pleased+To+Meet+Me	Alex Chilton	2016-11-30 12:04:00	The Replacements
90	Ben+Folds+Five	Alice Childress	2016-11-30 12:08:00	Ben Folds Five
91	My+Aim+Is+True	Alison	2016-11-30 12:14:00	Elvis Costello
92	Parcel+of+Rogues	Alison Gross	2016-11-30 12:17:00	Steeleye Span
93	Ten	Alive	2016-11-30 12:23:00	Pearl Jam
94	Trey+Anastasio	Alive Again	2016-11-30 12:29:00	Trey Anastasio
95	Once+Upon+A+time	Alive And Kicking	2016-11-30 12:33:00	Simple Minds
96	John+Wesley+Harding	All Along The Watchtower	2016-11-30 12:40:00	Bob Dylan
97	Electric+Ladyland	All Along The Watchtower	2016-11-30 12:42:00	Jimi Hendrix
98	MTV+Unplugged+In+New+York	All Apologies	2016-11-30 12:46:00	Nirvana
99	MTV+Unplugged+In+New+York	All Apologies	2016-11-30 12:46:00	Nirvana
100	How+To+Dismantle+An+Atomic+Bomb	All Because Of You	2016-11-30 12:50:00	U2
101	Private+Revolution	All Come True	2016-11-30 12:54:00	World Party
102	The+History+Of+British+Rock,+Vol.+2	All Day And All Of The Night	2016-11-30 13:01:00	The Kinks
103	All+Day+Music	All Day Music	2016-11-30 13:03:00	War
104	Exile+On+Main+Street	All Down The Line	2016-11-30 13:09:00	The Rolling Stones
105	Laura	All Eyes On You	2016-11-30 13:13:00	Diego Garcia
106	Mercury+Falling	All Four Seasons	2016-11-30 13:18:00	Sting
107	Hotter+Than+July	All I Do	2016-11-30 13:22:00	Stevie Wonder
108	Moon+Safari	All I Need	2016-11-30 13:27:00	Air
109	Moon+Safari	All I Need	2016-11-30 13:27:00	Air
110	In+Rainbows	All I Need	2016-11-30 13:31:00	Radiohead
111	Jagged+Little+Pill	All I Really Want	2016-11-30 13:37:00	Alanis Morissette
112	Another+Side+Of+Bob+Dylan	All I Really Want To Do	2016-11-30 13:42:00	Bob Dylan
113	Mr.+Tambourine+Man	All I Really Want To Do	2016-11-30 13:46:00	The Byrds
114	Mr.+Tambourine+Man	All I Really Want To Do	2016-11-30 13:46:00	The Byrds
115	Tuesday+Night+Music+Club	All I Wanna Do	2016-11-30 13:48:00	Sheryl Crow
116	Blue	All I Want	2016-11-30 13:53:00	Joni Mitchell
117	Fear	All I Want	2016-11-30 13:57:00	Toad The Wet Sprocket
118	The+Cars	All Mixed Up	2016-11-30 14:01:00	The Cars
119	In+Through+The+Out+Door	All My Love	2016-11-30 14:05:00	Led Zeppelin
120	With+The+Beatles	All My Loving	2016-11-30 14:11:00	The Beatles
121	Fire+And+Water	All Right Now	2016-11-30 14:15:00	Free
122	Actual+Miles:+Henley's+Greatest+Hits	All She Wants To Do Is Dance	2016-11-30 14:21:00	Don Henley
123	Tunnel+Of+Love	All That Heaven Will Allow	2016-11-30 14:26:00	Bruce Springsteen
124	Hermit+Of+Mink+Hollow	All The Children Sing	2016-11-30 14:29:00	Todd Rundgren
125	A+Pagan+Place	All The Things She Gave Me	2016-11-30 14:32:00	The Waterboys
126	Primitive+Streak	All The Time In The World	2016-11-30 14:37:00	The Subdudes
127	Mott	All The Way From Memphis	2016-11-30 14:42:00	Mott The Hoople
128	Reveal	All The Way To Reno	2016-11-30 14:47:00	R. E. M.
129	All+The+Young+Dudes	All The Young Dudes	2016-11-30 14:52:00	Mott The Hoople
130	All+Things+Must+Pass	All Things Must Pass	2016-11-30 14:56:00	George Harrison
131	The+Soul+Cages	All This Time	2016-11-30 15:00:00	Sting
132	Signs+Of+Light	All We Ever Knew	2016-11-30 15:05:00	The Head And The Heart
133	Magical+Mystery+Tour	All You Need Is Love	2016-11-30 15:08:00	The Beatles
134	Nervous+Night	All You Zombies	2016-11-30 15:12:00	The Hooters
135	New+Miserable+Experience	Allison Road	2016-11-30 15:20:00	Gin Blossoms
136	Deja+Vu	Almost Cut My Hair	2016-11-30 15:24:00	Crosby Stills Nash & Young
137	Twangin'	Almost Saturday Night	2016-11-30 15:28:00	Dave Edmunds
138	Wait+For+Me	Alone	2016-11-30 15:30:00	Susan Tedeschi
139	Convict+Pool+(e.p.)	Alone Again Or	2016-11-30 15:37:00	Calexico
140	Forever+Changes	Alone Again Or	2016-11-30 15:40:00	Love
141	On+The+Border	Already Gone	2016-11-30 15:43:00	The Eagles
142	Real+Animal	Always A Friend	2016-11-30 15:47:00	Alejandro Escovedo
143	The+Weight+Is+A+Gift	Always Love	2016-11-30 15:52:00	Nada Surf
144	Introspective	Always on My Mind	2016-11-30 15:55:00	Pet Shop Boys
145	Mama+Said	Always On The Run	2016-11-30 15:59:00	Lenny Kravitz
146	New+Wave+Hits	Always Something There To Remind Me	2016-11-30 16:04:00	Naked Eyes
147	Around+The+World+In+A+Day	America	2016-11-30 16:10:00	Prince
148	Tom+Petty+&+The+Heartbreakers	American Girl	2016-11-30 16:14:00	Tom Petty & The Heartbreakers
149	Hard+Candy	American Girls	2016-11-30 16:17:00	Counting Crows
150	Fearless	American Life In The Summertime	2016-11-30 16:21:00	Francis Dunnery
151	The+Blasters	American Music	2016-11-30 16:27:00	The Blasters
152	American+Slang	American Slang	2016-11-30 16:29:00	The Gaslight Anthem
153	Tumbleweed+Connection	Amoreena	2016-11-30 16:33:00	Elton John
154	Like+This	Amplifier	2016-11-30 16:39:00	The dB's
155	Writer's+Block	Amsterdam	2016-11-30 16:42:00	Peter Bjorn And John
156	Keep+It+Together	Amsterdam (Gonna Write You A Letter)	2016-11-30 16:45:00	Guster
157	Boy	An Cat Dubh/Into The Heart	2016-11-30 16:51:00	U2
158	Lincoln	Ana Ng	2016-11-30 17:00:00	They Might Be Giants
159	A+Hard+Day's+Night	And I Love Her	2016-11-30 17:03:00	The Beatles
160	Moondance	And It Stoned Me	2016-11-30 17:06:00	Van Morrison
161	Little+Creatures	And She Was	2016-11-30 17:13:00	Talking Heads
162	Nervous+Night	And We Danced	2016-11-30 17:16:00	The Hooters
163	Close+To+The+Edge	And You And I	2016-11-30 17:21:00	Yes
164	Revolver	And Your Bird Can Sing	2016-11-30 17:34:00	The Beatles
165	Let+It+Be	Androgynous	2016-11-30 17:36:00	The Replacements
166	The+Cry+Of+Love	Angel	2016-11-30 17:39:00	Jimi Hendrix
167	Surfacing	Angel	2016-11-30 17:43:00	Sarah McLachlan
168	Band+of+Joy	Angel Dance	2016-11-30 17:47:00	Robert Plant
169	Streetlights	Angel From Montgomery	2016-11-30 17:53:00	Bonnie Raitt
170	John+Prine	Angel From Montgomery	2016-11-30 17:57:00	John Prine
171	Rattle+And+Hum	Angel Of Harlem	2016-11-30 18:01:00	U2
172	Goats+Head+Soup	Angie	2016-11-30 18:05:00	The Rolling Stones
173	Loggins+&+Messina	Angry Eyes	2016-11-30 18:12:00	Loggins & Messina
174	Miike+Snow	Animal	2016-11-30 18:19:00	Miike Snow
175	12+Dreams+Of+Dr+Sardonicus	Animal Zoo	2016-11-30 18:23:00	Spirit
176	12+Dreams+Of+Dr+Sardonicus	Animal Zoo	2016-11-30 18:23:00	Spirit
177	Transparent+Things	Ankle Injuries	2016-11-30 18:28:00	Fujiya & Miyagi
178	Please+Please+Me	Anna (Go To Him)	2016-11-30 18:33:00	The Beatles
179	August+And+Everything+After	Anna Begins	2016-11-30 18:36:00	Counting Crows
180	Pale+Sun,+Crescent+Moon	Anniversary Song	2016-11-30 18:42:00	Cowboy Junkies
181	The+Wall	Another Brick In The Wall (Part 2)	2016-11-30 18:45:00	Pink Floyd
182	Wingspan	Another Day	2016-11-30 18:49:00	Paul McCartney & Wings
183	The+Only+Ones	Another Girl, Another Planet	2016-11-30 18:54:00	The Only Ones
184	Magpie+and+the+Dandelion	Another Is Waiting	2016-11-30 18:57:00	The Avett Brothers
185	What+Were+Once+Vices+Are+Now+Habits	Another Park, Another Sunday	2016-11-30 19:01:00	The Doobie Brothers
186	Eye+To+The+Telescope	Another Place To Fall	2016-11-30 19:05:00	K. T. Tunstall
187	Songs+In+The+Key+of+Life	Another Star	2016-11-30 19:10:00	Stevie Wonder
188	Chantoozies	Another Train	2016-11-30 19:19:00	The Poozies
189	Face+Dances	Another Tricky Day	2016-11-30 19:23:00	The Who
190	Gold	Answering Bell	2016-11-30 19:28:00	Ryan Adams
191	Gold	Answering Bell	2016-11-30 19:28:00	Ryan Adams
192	Let+It+Be	Answering Machine	2016-11-30 19:31:00	The Replacements
193	Kings+Of+The+Wild+Frontier	Antmusic	2016-11-30 19:35:00	Adam & The Ants
194	Under+The+Table+And+Dreaming	Ants Marching	2016-11-30 19:39:00	Dave Matthews Band
195	Pretzel+Logic	Any Major Dude Will Tell You	2016-11-30 19:43:00	Steely Dan
196	Kihnsolidated+-+Best+Of+Greg+Kihn	Any Other Woman	2016-11-30 19:46:00	Greg Kihn
197	A+Hard+Day's+Night	Any Time At All	2016-11-30 19:50:00	The Beatles
198	Let+Me+Get+By	Anyhow	2016-11-30 19:54:00	Tedeschi Trucks Band
199	Selections+from+The+Look+Of+Love+The+Burt+Bacharach+Collection	Anyone Who Had A Heart	2016-11-30 20:00:00	Dionne Warwick
200	Halcyon	Anything Could Happen	2016-11-30 20:03:00	Ellie Goulding
201	(single)	Anyway Anyhow Anywhere	2016-11-30 20:10:00	The Who
202	The+Memory+Of+Trees	Anywhere Is	2016-11-30 20:12:00	Enya
203	Apostrophe	Apostrophe	2016-11-30 20:16:00	Frank Zappa
204	All+Things+Must+Pass	Apple Scruffs	2016-11-30 20:22:00	George Harrison
205	Rufus+Wainwright	April Fools	2016-11-30 20:26:00	Rufus Wainwright
206	Darklands	April Skies	2016-11-30 20:31:00	The Jesus And Mary Chain
207	Vampire+Weekend	A	2016-11-30 20:35:00	Vampire Weekend
208	The+Fifth+Dimension's+Greatest+Hits	Aquarius / Let The Sunshine In	2016-11-30 20:37:00	The Fifth Dimension
209	Arc+Of+A+Diver	Arc Of A Diver	2016-11-30 20:44:00	Steve Winwood
210	Replicas	Are Friends Electric?	2016-11-30 20:49:00	Gary Numan & Tubeway Army
211	Are+You+Experienced?	Are You Experienced?	2016-11-30 20:55:00	Jimi Hendrix
212	Are+You+Gonna+Go+My+Way?	Are You Gonna Go My Way	2016-11-30 21:00:00	Lenny Kravitz
213	Harvest	Are You Ready For The Country?	2016-11-30 21:03:00	Neil Young
214	Are+You+Ready	Are You Ready?	2016-11-30 21:06:00	Pacific Gas & Electric
215	Amos+Lee	Arms Of A Woman	2016-11-30 21:13:00	Amos Lee
216	The+Unauthorized+Biography+Of+Reinhold+Messner	Army	2016-11-30 21:17:00	Ben Folds Five
217	Relics	Arnold Layne	2016-11-30 21:22:00	Pink Floyd
218	Around+The+World+In+A+Day	Around The World In A Day	2016-11-30 21:25:00	Prince & The Revolution
219	How+Dare+You!	Art For Art's Sake	2016-11-30 21:29:00	10cc
220	Songs+In+The+Key+of+Life	As	2016-11-30 21:37:00	Stevie Wonder
221	Scary+Monsters	Ashes To Ashes	2016-11-30 21:44:00	David Bowie
222	Radio+Ethiopia	Ask The Angels	2016-11-30 21:50:00	Patti Smith
223	Asking+For+Flowers	Asking For Flowers	2016-11-30 21:53:00	Kathleen Edwards
224	Almost+Speechless	Astral Freak	2016-11-30 21:58:00	Ben Arnold
225	The+Order+of+Time	Astral Plane	2016-11-30 22:02:00	Valerie June
226	Astral+Weeks	Astral Weeks	2016-11-30 22:06:00	Van Morrison
227	Astral+Weeks	Astral Weeks	2016-11-30 22:06:00	Van Morrison
228	The+Hustle	Astronaut	2016-11-30 22:14:00	G Love
229	At+Last!	At Last	2016-11-30 22:18:00	Etta James
230	(single)	At The Hop	2016-11-30 22:21:00	Danny & The Juniors
231	Nebraska	Atlantic City	2016-11-30 22:24:00	Bruce Springsteen
232	The+British+Invasion	Atlantis	2016-11-30 22:29:00	Donovan
233	Var-phat+Trax+Vol.+3	Atomic Dog	2016-11-30 22:34:00	George Clinton
234	March+16-20,+1992	Atomic Power	2016-11-30 22:39:00	Uncle Tupelo
235	Wincing+The+Night+Away	Australia	2016-11-30 22:40:00	The Shins
236	Avalon	Avalon	2016-11-30 22:44:00	Roxy Music
237	The+Double+EP:+A+Sea+of+Spilt+Peas	Avant Gardener	2016-11-30 22:48:00	Courtney Barnett
238	Andy+Pratt	Avenging Annie	2016-11-30 22:55:00	Andy Pratt
239	Who's+Next	Baba O'Riley	2016-11-30 23:00:00	The Who
240	Who's+Next	Baba O'Riley	2016-11-30 23:02:00	The Who
241	Babel	Babel	2016-11-30 23:05:00	Mumford & Sons
242	His+N+Hers	Babies	2016-11-30 23:10:00	Pulp
243	Time+To+Discover	Baby	2016-11-30 23:14:00	Robert Bradley's Blackwater Surprise
244	Straight+Up	Baby Blue	2016-11-30 23:18:00	Badfinger
245	The+Slider	Baby Boomerang	2016-11-30 23:22:00	T Rex
246	Forever+Blue	Baby Did A Bad Bad Thing	2016-11-30 23:24:00	Chris Isaak
247	Greatest+Hits	Baby Don't Go	2016-11-30 23:27:00	Sonny & Cher
248	20+Greatest+Hits	Baby Don't You Do It	2016-11-30 23:31:00	Marvin Gaye
249	Bridge+Over+Troubled+Water	Baby Driver	2016-11-30 23:34:00	Simon & Garfunkel
250	Martinis+&+Bikinis	Baby I Can't Please You	2016-11-30 23:37:00	Sam Phillips
251	Aretha's+Gold	Baby I Love You	2016-11-30 23:41:00	Aretha Franklin
252	A+Group+Called+Smith	Baby It's You	2016-11-30 23:43:00	Smith
253	Selections+from+The+Look+Of+Love+The+Burt+Bacharach+Collection	Baby It's You	2016-11-30 23:46:00	The Shirelles
254	Barrett	Baby Lemonade	2016-11-30 23:51:00	Syd Barrett
255	Runt	Baby Let's Swing/the Last Thing You Said/don't Tie My Hands	2016-11-30 23:55:00	Todd Rundgren
