album	artist	time	track
South Of I-10	Sonny Landreth	2016-12-02 17:00:00	Congo Square
Paul Simon	Paul Simon	2016-12-02 17:07:00	Congratulations
Live With The Edmonton Symphony Orchestra	Procol Harum	2016-12-02 17:12:00	Conquistador
The Dream Of The Blue Turtles	Sting	2016-12-02 17:17:00	Consider Me Gone
Ingenue	k. d. lang	2016-12-02 17:20:00	Constant Craving
Stay Positive	The Hold Steady	2016-12-02 17:28:00	Constructive Summer
Citizen Cope	Citizen Cope	2016-12-02 17:30:00	Contact
Controversy	Prince	2016-12-02 17:35:00	Controversy
Ladies Of The Canyon	Joni Mitchell	2016-12-02 17:38:00	Conversation
Dance The Cool Jerk	The Capitols	2016-12-02 17:44:00	Cool Jerk
Copperhead Road	Steve Earle	2016-12-02 17:50:00	Copperhead Road
Under The Pink	Tori Amos	2016-12-02 17:57:00	Cornflake Girl
Zuma	Neil Young	2016-12-02 18:01:00	Cortez The Killer
Apostrophe	Frank Zappa	2016-12-02 18:08:00	Cosmik Debris
Spinners	The Spinners	2016-12-02 18:14:00	Could It Be I'm Falling In Love
Shine On	Climax Blues Band	2016-12-02 18:22:00	Couldn't Get It Right
Something/Anything?	Todd Rundgren	2016-12-02 18:25:00	Couldn't I Just Tell You
Couldn't Stand The Weather	Stevie Ray Vaughan	2016-12-02 18:28:00	Couldn't Stand The Weather
Whatever	Aimee Mann	2016-12-02 18:34:00	Could've Been Anyone
Out Of The Cradle	Lindsey Buckingham	2016-12-02 18:38:00	Countdown
Tumbleweed Connection	Elton John	2016-12-02 18:42:00	Country Comfort
Let It Bleed	The Rolling Stones	2016-12-02 18:54:00	Country Honk
Two Against Nature	Steely Dan	2016-12-02 19:00:00	Cousin Dupree
Contra	Vampire Weekend	2016-12-02 19:04:00	Cousins
Born In The USA	Bruce Springsteen	2016-12-02 19:06:00	Cover Me
The Best of The Intruders	The Intruders	2016-12-02 19:10:00	Cowboys To Girls
Everybody Knows This Is Nowhere	Neil Young	2016-12-02 19:14:00	Cowgirl In The Sand
Hejira	Joni Mitchell	2016-12-02 19:24:00	Coyote
Labour of Lust	Nick Lowe	2016-12-02 19:34:00	Cracking Up
A Seat At The Table	Solange	2016-12-02 19:37:00	Cranes In The Sky
Lovely	The Primitives	2016-12-02 19:43:00	Crash
Crash	Dave Matthews Band	2016-12-02 19:46:00	Crash Into Me
White City	Pete Townshend	2016-12-02 19:51:00	Crashing By Design
Mock Tudor	Richard Thompson	2016-12-02 19:56:00	Crawl Back Under My Stone
St. Elsewhere	Gnarls Barkley	2016-12-02 20:00:00	Crazy
The Patsy Cline Story	Patsy Cline	2016-12-02 20:03:00	Crazy
Seal	Seal	2016-12-02 20:05:00	Crazy
(single)	Violent Femmes	2016-12-02 20:11:00	Crazy
Enlightened Rogues	The Allman Brothers	2016-12-02 20:20:00	Crazy Love
Moondance	Van Morrison	2016-12-02 20:24:00	Crazy Love
Naturally	J. J. Cale	2016-12-02 20:28:00	Crazy Mama
Black And Blue	The Rolling Stones	2016-12-02 20:30:00	Crazy Mama
Little Creatures	Talking Heads	2016-12-02 20:34:00	Creatures Of Love
Pablo Honey	Radiohead	2016-12-02 20:40:00	Creep
CrazySexyCool	TLC	2016-12-02 20:44:00	Creep
Feels Like Home	Norah Jones	2016-12-02 20:48:00	Creepin' In
Crime Of The Century	Supertramp	2016-12-02 20:54:00	Crime Of The Century
Tidal	Fiona Apple	2016-12-02 21:00:00	Criminal
Imagine	John Lennon	2016-12-02 21:15:00	Crippled Inside
Remain In Light	Talking Heads	2016-12-02 21:19:00	Crosseyed And Painless
Hard Again	Muddy Waters	2016-12-02 21:24:00	Crosseyed Cat
Aqualung	Jethro Tull	2016-12-02 21:30:00	Cross
In Step	Stevie Ray Vaughan	2016-12-02 21:35:00	Crossfire
Wheels Of Fire	Cream	2016-12-02 21:40:00	Crossroads
Electric Ladyland	Jimi Hendrix	2016-12-02 21:44:00	Crosstown Traffic
Crown Of Creation	Jefferson Airplane	2016-12-02 21:47:00	Crown Of Creation
Little Earthquakes	Tori Amos	2016-12-02 21:50:00	Crucify
Bananarama	Bananarama	2016-12-02 21:56:00	Cruel Summer
Labour of Lust	Nick Lowe	2016-12-02 22:00:00	Cruel To Be Kind
Before These Crowded Streets	Dave Matthews Band	2016-12-02 22:03:00	Crush
Pearl	Janis Joplin	2016-12-02 22:18:00	Cry Baby
The Beatles	The Beatles	2016-12-02 22:22:00	Cry Baby Cry
Soul Deep (The Best of The Box Tops)	The Box Tops	2016-12-02 22:25:00	Cry Like A Baby
Walk On	John Hiatt	2016-12-02 22:27:00	Cry Love
Cry Tough	Nils Lofgren	2016-12-02 22:37:00	Cry Tough
Dear Science	TV On The Radio	2016-12-02 22:46:00	Crying
Vivid	Living Colour	2016-12-02 22:55:00	Cult Of Personality
Workingman's Dead	Grateful Dead	2016-12-02 23:00:00	Cumberland Blues
Physical Graffiti	Led Zeppelin	2016-12-02 23:03:00	Custard Pie
Gasoline Alley	Rod Stewart	2016-12-02 23:10:00	Cut Across Shorty
Quadrophenia	The Who	2016-12-02 23:16:00	Cut My Hair
Cut The Cake	Average White Band	2016-12-02 23:20:00	Cut The Cake
Crooked Rain Crooked Rain	Pavement	2016-12-02 23:24:00	Cut Your Hair
Marshall Crenshaw	Marshall Crenshaw	2016-12-02 23:28:00	Cynical Girl
Peter Gabriel Ii	Peter Gabriel	2016-12-02 23:30:00	D.I.Y.
Lodger	David Bowie	2016-12-02 23:33:00	D. J.
Da Da Da	Trio	2016-12-02 23:37:00	Da Da Da
LCD Soundsystem	LCD Soundsystem	2016-12-02 23:41:00	Daft Punk Is Playing In My House
Entertainment!	Gang Of Four	2016-12-02 23:46:00	Damaged Goods
Damn Right, I've Got The Blues	Buddy Guy	2016-12-02 23:51:00	Damn Right I've Got The Blues
Emotional Rescue	The Rolling Stones	2016-12-02 23:55:00	Dance (pt.1)
